0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
155, 1
155, 1
155, 1
155, 1
155, 1
155, 1
155, 1
155, 1
155, 1
155, 1
155, 1
155, 1
155, 1
155, 1
155, 1
155, 1
155, 1
155, 1
155, 1
155, 1
155, 1
155, 1
155, 1
155, 1
155, 1
155, 1
155, 1
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
155, 1
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
155, 1
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
155, 1
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
155, 1
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
155, 1
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
155, 1
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
155, 1
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
155, 1
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
155, 1
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
155, 1
0, 0
0, 0
0, 0
0, 0
78, 0
0, 0
155, 1
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
155, 1
0, 0
0, 0
0, 0
0, 0
78, 0
0, 0
155, 1
0, 0
0, 0
0, 0
0, 0
0, 0
